JK,Tanggal Lahir,Tempat Lahir,Asal Kecamatan,Jenis Tinggal,Alat Transportasi,Jenjang Pendidikan Ayh,Pekerjaan Ayh,Penghasilan Ayh,Jenjang Pendidikan Ibu,Pekerjaan Ibu,Penghasilan Ibu,Keluar Karena
P,2003-11-13,Kotabaru,Kelumpang Tengah,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2000-12-07,Kendal,Kaliwungu Selatan,Asrama,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-04-20,Kendal,Kaliwungu Selatan,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-08-19,Kendal,Patebon,Asrama,Jalan Kaki,Sd / Sederajat,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-04-12,Kendal,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-05-17,Sragen,Sambeng,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-10-22,Semarang,Ngaliyan,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2005-05-10,Kendal,Singorojo,Pesantren,Jalan Kaki,Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,2005-10-25,Batang,Sengon,Asrama,Jalan Kaki,Sd / Sederajat,Pedagang Besar,"Rp. 2,000,000 - Rp. 4,999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Mutasi
L,2003-05-25,Semarang,Tembalang,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,S1,Pns/Tni/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2006-02-17,Batang,Pandansari,Pesantren,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Mutasi
P,2001-02-11,Brebes,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Tidak Bekerja,"Kurang Dari Rp. 500,000",Lulus
L,2006-06-28,Semarang,Banguntapan,Bersama Orang Tua,Jalan Kaki,S1,Pns/Tni/Polri,"Rp. 2,000,000 - Rp. 4,999,999",S1,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2001-10-20,Makkah,Lebaksiu,Pesantren,Jalan Kaki,D3,Pns/Tni/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2003-06-26,Kendal,Kaliwungu Selatan,Asrama,Jalan Kaki,S1,Lainnya,"Rp. 2,000,000 - Rp. 4,999,999",S1,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-02-04,Semarang,Ngaliyan,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1997-08-27,Semarang,Mijen,Bersama Orang Tua,Sepeda Motor,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-04-25,Kendal,Singorojo,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-03-16,Lubuk Makmur,Lempuing,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-07-11,Semarang,Gunung Pati,Pesantren,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2005-01-13,Semarang,Ngempon,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Lulus
P,2004-02-07,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,1997-11-22,Semarang,Ungaran Barat,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-11-10,Semarang,Tugu,Pesantren,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2003-05-16,Kendal,Kota Kendal,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2000-07-15,Bangkalan,Semarang Barat,Rumah Tinggal,Jalan Kaki,Tidak Sekolah,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,"Rp. 500,000 - Rp. 999,999",Lulus
L,2000-09-18,(Tidak Diisi),Mijen,Asrama,Jalan Kaki,Sd / Sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2003-10-07,Bangkalan,Semarang Utara,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-05-01,Semarang,Gunung Pati,Pesantren,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,1997-11-17,Semarang,Ungaran Barat,Bersama Orang Tua,Sepeda Motor,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-11-22,Kendal,Campurejo,Bersama Orang Tua,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Wiraswasta,"Kurang Dari Rp. 500,000",Lulus
P,2001-11-14,Kendal,Boja,Rumah Tinggal,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Mutasi
P,1998-04-26,Kendal,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-03-13,Semarang,Mijen,Asrama,Jalan Kaki,Tidak Sekolah,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,2002-11-13,Kendal,Boja,Asrama,Jalan Kaki,Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
P,1997-11-04,Semarang,Boja,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-11-30,Semarang,Ungaran Barat,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-05-12,Kendal,Singorojo,Asrama,Jalan Kaki,Smp / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-05-13,Kendal,Singorojo,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2003-08-30,Sragen,Pangkalan Banteng,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2001-06-25,Semarang,Ngaliyan,Asrama,Jalan Kaki,D3,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Pns/Tni/Polri,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-02-14,Jepara,Pakis Aji,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-07-24,Kendal,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-04-13,Semarang,Mijen,Asrama,Jalan Kaki,Putus Sd,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1997-10-30,Kendal,Singorojo,Asrama,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-04-11,Kendal,Boja,Rumah Tinggal,Jalan Kaki,Tidak Sekolah,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,1998-07-19,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2002-11-23,Semarang,Semarang Utara,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Smp / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Putus Sd,Tidak Bekerja,Tidak Berpenghasilan,Mutasi
P,1998-10-01,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,1998-04-29,Kendal,Limbangan,Asrama,Jalan Kaki,Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-03-03,Semarang,Semarang Barat,Asrama,Jalan Kaki,Tidak Sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2006-01-29,Kendal,Tanjungmojo,Bersama Orang Tua,Sepeda,Smp / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Lainnya,"Rp. 500,000 - Rp. 999,999",Lulus
L,1996-12-10,Kendal,Patebon,Asrama,Jalan Kaki,Tidak Sekolah,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2001-04-19,Temanggung,Parakan,Asrama,Jalan Kaki,Tidak Sekolah,Buruh,"Rp. 500,000 - Rp. 999,999",Tidak Sekolah,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2002-01-18,Indramayu,Arahan,Asrama,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1995-04-13,Tegal,Balapulang,Lainnya,Sepeda Motor,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-09-28,Semarang,Genuk,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
P,2002-10-21,Kendal,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Tidak Dapat Diterapkan,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-10-07,Kendal,Limbangan,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,1996-11-08,Kendal,Singorojo,Rumah Tinggal,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1998-12-02,Semarang,Bancak,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1998-03-12,Kendal,Singorojo,Asrama,Jalan Kaki,Lainnya,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lainnya,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2004-03-04,Kendal,Kaliwungu Selatan,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Lulus
P,1996-10-02,Semarang,Tuntang,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1999-10-23,Kendal,Kaliwungu,Asrama,Jalan Kaki,Sd / Sederajat,Lainnya,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2006-10-19,Semarang,Kandangan,Bersama Orang Tua,Sepeda Motor,Sma / Sederajat,Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Mengundurkan Diri
P,2004-09-19,Semarang,Sumowono,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Pedagang Kecil,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,1999-10-17,Temanggung,Kedu,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1997-05-04,Kendal,Singorojo,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-05-21,Kendal,Boja,Asrama,Jalan Kaki,Sma / Sederajat,Petani,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,1999-06-02,Kendal,Kaliwungu Selatan,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2006-10-11,Kupang,Lasiana,Bersama Orang Tua,Jalan Kaki,D2,Pns/Tni/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Mengundurkan Diri
P,2003-08-11,Semarang,Ungaran Barat,Asrama,Jalan Kaki,S1,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,2000-12-07,Kendal,Boja,Asrama,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2002-06-29,Semarang,Bancak,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2000-02-05,Kendal,Ngaliyan,Asrama,Jalan Kaki,Putus Sd,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,1997-07-26,Kendal,Boja,Bersama Orang Tua,Sepeda Motor,Tidak Sekolah,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-10-29,Semarang,Ngaliyan,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2004-04-18,Semarang,Ngaliyan,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2002-05-25,Semarang,Ngaliyan,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2001-11-02,Kendal,Semarang Utara,Asrama,Jalan Kaki,Smp / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak Sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,2001-06-04,Semarang,Bergas,Pesantren,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,1998-10-16,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Buruh,"Kurang Dari Rp. 500,000",Sd / Sederajat,Pedagang Kecil,"Rp. 500,000 - Rp. 999,999",Lulus
L,2001-07-06,Semarang,Tembalang,Rumah Tinggal,Jalan Kaki,Tidak Sekolah,"Rp. 1,000,000 - Rp. 1,999,999","Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2002-06-18,Semarang,Ungaran Barat,Bersama Orang Tua,Mobil/Bus Antar Jemput,S1,Pensiunan,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2004-03-18,Semarang,Tuntang,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Sma / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Tidak Sekolah,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,1999-03-17,Semarang,Semarang Timur,Asrama,Jalan Kaki,Smp / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2007-06-21,Cilacap,Karangpakis,Bersama Orang Tua,Sepeda,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Mutasi
P,2006-05-29,Semarang,Mijen,Bersama Orang Tua,Sepeda Motor,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Pedagang Kecil,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
P,1996-12-15,Semarang,Mijen,Bersama Orang Tua,Jalan Kaki,Tidak Sekolah,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2003-09-30,Semarang,Gunung Pati,Bersama Orang Tua,Lainnya,Smp / Sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Smp / Sederajat,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2000-01-01,Kendal,Limbangan,Asrama,Jalan Kaki,Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
L,2000-10-05,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 2,000,000 - Rp. 4,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2004-06-22,Semarang,Bandungan,Bersama Orang Tua,Angkutan Umum/Bus/Pete-Pete,Sma / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Lulus
L,1998-12-31,Kendal,Limbangan,Asrama,Jalan Kaki,Tidak Sekolah,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
P,2006-05-13,Semarang,Bongsari,Pesantren,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Mengundurkan Diri
P,2005-04-12,Semarang,Jangli,Bersama Orang Tua,Jalan Kaki,Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Buruh,"Rp. 500,000 - Rp. 999,999",Mutasi
P,2000-05-20,Semarang,Bancak,Rumah Tinggal,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
L,2004-09-06,Semarang,Sendangmulyo,Bersama Orang Tua,Sepeda Motor,Smp / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",S1,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Lulus
L,2007-11-16,Semarang,Purwosari,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Dikeluarkan
P,2002-07-16,Semarang,Gajah Mungkur,Pesantren,Jalan Kaki,Sma / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",S1,Pns/Tni/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Mengundurkan Diri
L,1998-10-06,Semarang,Ngaliyan,Asrama,Jalan Kaki,Lainnya,Sudah Meninggal,"Rp. 1,000,000 - Rp. 1,999,999",Putus Sd,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,2002-06-25,Semarang,Bawen,Pesantren,Jalan Kaki,Sd / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Kurang Dari Rp. 500,000",Lulus
P,2006-07-01,Kendal,Kertosari,Bersama Orang Tua,Sepeda Motor,Sma / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Mutasi
L,2004-01-21,Semarang,Gunung Pati,Asrama,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
P,2004-08-26,Semarang,Bandungan,Bersama Orang Tua,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Smp / Sederajat,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2002-01-08,Kendal,Singorojo,Pesantren,Jalan Kaki,Sd / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Kurang Dari Rp. 500,000",Lulus
L,1996-06-14,Semarang,Ngaliyan,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Sma / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2008-02-16,Pemalang,Randudongkal,Bersama Orang Tua,Jalan Kaki,Sma / Sederajat,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Mutasi
P,2003-01-19,Kendal,Cepiring,Asrama,Jalan Kaki,Smp / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Smp / Sederajat,Tidak Bekerja,"Kurang Dari Rp. 500,000",Lulus
P,2004-04-04,Kendal,Singorojo,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Sd / Sederajat,Petani,"Rp. 500,000 - Rp. 999,999",Lulus
P,1997-07-20,Kendal,Boja,Asrama,Jalan Kaki,Sd / Sederajat,Petani,"Rp. 1,000,000 - Rp. 1,999,999",Sd / Sederajat,Tidak Bekerja,"Rp. 1,000,000 - Rp. 1,999,999",Lulus
L,2000-12-18,Kendal,Bekasi Timur,Asrama,Jalan Kaki,Sma / Sederajat,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sma / Sederajat,Tidak Bekerja,Tidak Berpenghasilan,Lulus
